собраны фото да нет,Kod,Nash tur,Slug,Dnej,Operator,Ssylka operatora,Foto 1,Foto 2,Foto 3,Foto 4,Foto 5,Foto 6,Foto 7,Foto 8,Foto 9,Foto 10,Foto 11,Foto 12,Foto 13,Foto 14,Foto 15,Foto 16,Foto 17,Foto 18,Foto 19,Foto 20,Foto 21,Foto 22,Foto 23,Foto 24,Foto 25,Foto 26,Foto 27,Foto 28,Foto 29,Foto 30,Foto 31,Foto 32,Foto 33,Foto 34,Foto 35,Foto 36,Foto 37,Foto 38,Foto 39,Foto 40,Foto 41
да,1057,Парад тюльпанов в Крыму и дворцы ЮБК,parad-tyulpanov-krym-dvorcy-2-dnya,2,Amra Turistik,https://amra-turistik.ru/tours/parad-tyulpanov-v-krymu-i-dvorczy,Воронцовский дворец — Ласточкино гнездо,Ласточкино гнездо на скале,Парад тюльпанов в Никитском саду,Ливадийский дворец Романовых,Набережная Ялты,Ай-Тодор,Дворец Александра,Массандровский дворец,Алупкинский парк,Аю-Даг,Никитский сад,Парад тюльпанов в Крыму,Утёс — Гурзуф,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1058,Парад тюльпанов и Новый Херсонес,parad-tyulpanov-novyj-hersones-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/bal-hrizantem-i-novyj-hersones,Парад тюльпанов — Никитский ботанический сад,Никитский сад — Ласточкино Гнездо,Новый Херсонес,Живописная трасса Ялта — Севастополь,Ай-Тодор,Крымский мост,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1059,Парк Краснодар и Парк Облаков: экскурсия с гидом,park-krasnodar-oblakov-ekskursiya,1,Amra Turistik,https://amra-turistik.ru/tours/progulka-s-ekskursovodom-po-parku-krasnodar-i-parku-oblakov-8,Парк Краснодар,История создания от Галицкого,Парк Облаков,Новый Парк,Террасированный сад,Английский парк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1060,Пасха в Абхазии: весна в стране души,pasha-v-abhazii-2-dnya,2,Amra Turistik,https://amra-turistik.ru/tours/pervomajskie-prazdniki-v-abhazii,Абхазия,Озеро Рица и Юпшарский каньон,Озеро Рица — Мюссера,Новоафонский монастырь,Село Лыхны,Гагра,Симоно-Кананитский,Водопады Девичьи,Храм Амбара,Новоафонская пещера,Приморский парк,Жоэкварское ущелье,Новый Афон — Лыхны,Гагрипш,Чачба-Шервашидзе,Крепость Абаата,Новоафонский водопад,Генуэзская башня,Гагрская крепость,,,,,,,,,,,,,,,,,,,,,,
да,1061,"Пасха в Атамани: казачьи традиции, Тамань и Лермонтов",pasha-v-atamani-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/edem-na-masleniczu-v-ataman,Краснодарский край,Казачья Пасха с обрядами,Домик Лермонтова в Тамани,Вид на Крымский мост,Храм Покрова,Тамань — Атамань,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1062,Пасха в Свято-Михайловском мужском монастыре,pasha-svyato-mihajlovskij-monastyr-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/pasha-v-svyato-mihajlovskom-muzhskom-monastyre,Адыгея,Пасха в действующем горном монастыре,Подземный монастырь,Гора Физиабго,Святой источник,Свято-Михайловский монастырь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1063,Планческие скалы и конная ферма «Владимировка»,plancheskie-skaly-konnaya-ferma-vladimirovka,1,Amra Turistik,https://amra-turistik.ru/tours/plancheskie-skaly-i-konnaya-ferma-vladimirovka-48,Краснодарский край,Планческие скалы,Конная ферма «Владимировка»,Река Убин,Собер-Баш,Горы Собер,Беседка Желаний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1064,Плато Лаго-Наки и Азишская пещера,lago-naki-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/krasivejshij-vidovoj-tur-po-smotrovym-lago-naki-2/,Плато Лаго-Наки,Адыгея,Азишская пещера,Хаджохская теснина,Водопады Руфабго,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1065,"По водопадам Мезмая: Темнолесье, Университетский и Чинарёв",vodopady-mezmaya-temnolesye,1,Amra Turistik,https://amra-turistik.ru/tours/po-vodopadam-mezmaya-vodopady-temnolesya,Краснодарский край,Водопад Университетский,Чинарёв водопад в ущелье,Шестиметровка и Исиченко в Мезмае,Водопад Шестиметровка,Водопад Исиченко,Старт,Водопады Шестиметровка,Темнолесье — Университетский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1066,Поместье Голубицкое — Анапа — Супсех,golubickoe-anapa-supsex,1,Amra Turistik,https://amra-turistik.ru/product-category/russia/iz-krasnodara/,Абрау-Дюрсо,Два моря — Азовское и Чёрное,Болотные кипарисы в Сукко,Смотровые Супсеха — Ласточкины Гнёзда,Поместье Голубицкое — Анапа,Гора Лысая,"Азовское море, кипарисы, Анапа",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1067,"Рассвет на Ай-Петри, парад тюльпанов и дворцы Крыма",rassvet-aj-petri-parad-tyulpanov-dvorcy,1,Amra Turistik,https://amra-turistik.ru/tours/rassvet-na-aj-petri-bal-hrizantem-i-dvorczy-2,Рассвет на Ай-Петри — 1234 м,Морская прогулка к Ласточкиному гнезду,Парад тюльпанов в Никитском саду,Эспаньола,Даме с собачкой,Учан-Су,Водопад Учан,Водопад Крыма,Приморский парк,Пушкинская улица,Массандровский дворец,Ай-Петри — Ялта,Спуск,"Рассвет на Ай-Петри, парад тюльпанов",,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1068,Рафтинг и весна в Лаго-Наки,rafting-vesna-lago-naki,1,Amra Turistik,https://amra-turistik.ru/tours/rafting-i-vesna-v-lago-naki-2,Скала Утюг на плато Лаго-Наки,Адыгея,Рафтинг по гранитному каньону Белой,Смотровая «Панорама»,Сибирь,Горы Адыгеи,Рафтинг на Белой,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1069,Релакс-тур: замок Шато де Талю и Геленджик,relaks-shato-de-talyu-gelendzhik,1,Amra Turistik,https://amra-turistik.ru/tours/relaks-tur-na-poberezhe-zamok-shato-de-talyu-i-gelendzhik-12,Набережная Геленджика,Шато де Талю — Геленджик,Геленджикская набережная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1070,"Самая красивая дорога России: Джилы-Су, Чегем и подножие Эльбруса",krasivaya-doroga-rossii-i-chegem-2-dnya,2,Amra Turistik,https://amra-turistik.ru/tours/samaya-krasivaya-doroga-v-rossii-i-chegem-7,Приэльбрусье,КавМинВоды,Самая красивая дорога,"Водопады Эмир, Султан и Каракая-Су",Нарзанные источники Джилы-Су,Полёты на параплане над Чегемом,Горный отель в Эль-Тюбю,Парадром Чегема — Абай-Су,Водопады Чегемского,Кавказский хребет,Джилы-Су — Чегемские водопады,Водопад Эмир,Водопад Султан,Водопад Каракая,Чегемском ущелье,Водопад Абай,Чегемское ущелье,,,,,,,,,,,,,,,,,,,,,,,,
да,1071,Санкт-Петербург и Карелия за 9 дней,spb-kareliya-9-dnej,9,Amra Turistik,https://amra-turistik.ru/tours/lyubimyj-sankt-peterburg-i-kareliya-7,Санкт-Петербург и Карелия за,Карелия,Эрмитаж и Петергоф,Янтарная комната в Царском Селе,Парк Рускеала,Остров Кижи,Разводные мосты Петербурга,Северная Венеция,Самсон,Комете,"Гора Сампо, Кивач, Марциальные воды",Водопады Ахвенкоски,Гора Сампо,Водопад Кивач,Исаакиевская площадь,Исаакиевский собор,Царское Село + разводные мосты,Екатерининский дворец,Преображенская церковь,Онежская набережная,Церковь Преображения,Теплоход по каналам + Петергоф,Ладожские шхеры,Возвращение домой,,,,,,,,,,,,,,,,,
да,1072,Северная Осетия на выходные,severnaya-osetiya-weekend,2,Amra Turistik,https://amra-turistik.ru/tours/dvuhdnevnaya-krasavicza-osetiya-13,Северная Осетия,Город мёртвых Даргавс,Цейский ледник,Мидаграбинские водопады,Цейское ущелье,Крепость Дзивгис,Куртатинское ущелье,Кармадонское ущелье,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1073,"Сказочное побережье: Старый Парк, Шато-Пино и Абрау-Дюрсо",skazochnoe-poberezhe-staryj-park-shato-pino-abrau,1,Amra Turistik,https://amra-turistik.ru/tours/skazochnoe-poberezhe-krasivyj-staryj-park-shato-pino-abrau-7,Абрау-Дюрсо,Геленджик,Старый Парк — Шато-Пино,Шато-Пино,Вечер у озера Абрау,Эскарго,Горы Колдун,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1074,"Скала Чёртов Палец, Савранская канатная дорога и Лаго-Наки",chertov-palec-savranskaya-kanatnaya-lago-naki,1,Amra Turistik,https://amra-turistik.ru/tours/skala-chertov-palecz-savranskaya-kanatnaya-doroga-lago-naki-6,Смотровые Лаго-Наки,Адыгея,Скала Чёртов Палец,Белореченский водопад — Савранская канатка,Азишский перевал,Плато Лаго,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1075,Солнечная Грузия: большой тур от Тбилиси до Батуми за 9 дней,solnechnaya-gruziya-bolshoj-tur-9-dnej,9,Amra Turistik,https://amra-turistik.ru/tours/solnechnaya-gruziya-bolshoj-tur-ot-tbilisi-do-batumi-5,Грузия,Военно-Грузинская дорога — Тбилиси,Кахетия,Вардзиа,Боржоми,Кутаиси — Батуми,Горная Аджария,Али и Нино,Самцхе-Джавахети,Мост Мира,Собор Троицы,Монастырь Джвари,Собор Светицховели,Крепость Рабат,Храм Баграта,Крепость Гонио,Мост Царицы,"Мцхета — Джвари, Светицховели, Самтавро",Кутаиси,Проживание,Замок Ананури,Верхний Ларс,Храм Метехи,Площадь Европы,Парк Рико,Проспект Руставели,Монастырь Бодбе,Село Бидаури,Святой Нино,Второй Иерусалим,Монастырь Самтавро,Мечеть Орта,Улица Руставели,,,,,,,,
да,1076,Сочи + Абхазия из Ростова,sochi-abhazia-4-dnya,4,Amra Turistik,https://amra-turistik.ru/tours/strana-morya-solncza-i-neveroyatnoj-krasoty-abhaziya-15,Сочи,Олимпийский парк,Красная Поляна,Озеро Рица,Южные культуры,Фишт,Роза Хутор,Набережная Гагры,Абхазия,Гагра,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1077,Сочи на выходные,sochi-weekend-2-dnya,2,Amra Turistik,https://amra-turistik.ru/tours/abhaziya-strana-gor-ozer-kanonov-i-vodopadov-5,Сочи,Олимпийский парк,Красная Поляна,Шоу фонтанов,Южные культуры,Фишт,Набережная Адлера,Роза Хутор,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1078,Стамбул Лайт: 5 дней с сопровождающим,stambul-lajt-5-dnej,5,Amra Turistik,https://amra-turistik.ru/tours/stambul-lajt-tur-na-festival-tyulpanov,Стамбул,Фестиваль тюльпанов в парке Эмирган,Малая группа до 16 человек,Отель у Голубой мечети,Сопровождающий 24/7,Великолепного века,Ай-София,Площадь Султанахмет,Парк Гюльхане,Дворец Долмабахче — Истикляль,Площадь Таксим,Мечеть Сулеймание,Египетский базар,Галатская башня,Дворец Ибрагима,Парк Эмирган,Улица Истикляль,Прилёт,День тюльпанов,Холм Пьера Лоти — Балат,,,,,,,,,,,,,,,,,,,,,
да,1079,Стамбул: влюбиться за 5 дней,stambul-5-dnej-s-gidom,5,Amra Turistik,https://amra-turistik.ru/tours/stambul-gorod-na-dvuh-kontinentah-gorod-tam-gde-serdcze,Стамбул,Лицензированный турецкий гид — 2 дня,Дворец Топкапы с гаремом,Прогулка по Босфору,Малая группа до 14 человек,Великолепный век,Ай-София,Дворец Ибрагима,Парк Гюльхане,Площадь Таксим,Улица Истикляль,Башня Галата,Мечеть Сулеймание,Галатский мост,Важно,Дворец Долмабахче,"Прилёт, расселение, первая прогулка",Долмабахче — Таксим,Балат — Холм Пьера Лоти,,,,,,,,,,,,,,,,,,,,,,
да,1080,Термальные источники «Водная Ривьера» и «Питейный дом» в Майкопе,termalnye-istochniki-vodnaya-rivera-pitejnyj-dom,1,Amra Turistik,https://amra-turistik.ru/tours/termalnye-istochniki-vodnaya-rivera-i-pitejnyj-dom-v-majkope-6,Адыгея,Питейный дом 1902 года,Белореченский водопад — Питейный дом,Питейный дом Российской монополии,Домашнюю,Термальные источники «Водная Ривьера»,Горы Адыгеи,«Питейный дом» в Майкопе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1081,Термальные источники Адыгеи за 1 день,termy-adygei-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/termalnye-istochniki-vodnaya-rivera-i-pitejnyj-dom-v-majkope-6/,Адыгея,Термальные источники Адыгеи,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1082,Тешебские водопады и музей «Хлеба и Вина» в Архипо-Осиповке,teshebskie-vodopady-muzej-hleba-i-vina,1,Amra Turistik,https://amra-turistik.ru/tours/vodopady-i-dolmeny-poberezhya-vodopady-teshebskie-i-reki-zhane-zakat-v-goluboj-bezdne,Геленджик,Тешебские водопады,Музей «Хлеба и Вина»,Вечер на Чёрном море,Михайловская батарея,Михайловское укрепление,Вина» в Архипо-Осиповке,Архипо-Осиповки,Набережная Архипо,Архипо-Осиповка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1083,"Тур-восторг: Шато-Пино, смотровые, Старый Парк, Геленджик",tur-vostorg-shato-pino-staryj-park-gelendzhik,1,Amra Turistik,https://amra-turistik.ru/tours/tur-vostorg-shato-pino-smotrovye-staryj-park-gelendzhik-6,Краснодарский край,Шато-Пино,Старый Парк,Смотровые площадки над Цемесской бухтой,Эскарго,Горы Колдун,Набережная Кабардинки,Геленджик,Ферма Шато,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1084,Тюльпаны Ростовского заповедника и эко-тропы,tyulpany-rostovskogo-zapovednika-eko-tropy,1,Amra Turistik,https://amra-turistik.ru/tours/tyulpany-rostovskogo-zapovednika-i-eko-tropy-3,Краснодарский край,Тюльпаны Шренка,Эко-тропа у озера Маныч-Гудило,Смотровая вышка над Донской степью,Лазоревый цветок,Загадки Манычской долины,Ростовский заповедник,Тюльпаны Ростовского заповедника,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1085,Тюльпаны и пионы Крыма,tyulpany-i-piony-kryma,1,Amra Turistik,https://amra-turistik.ru/tours/tyulpany-i-maki-kryma-3,Опукский заповедник — Кояшское озеро,Розовое Кояшское озеро,Руины древней столицы Киммерии,Пионы у Белой скалы,Скала Розовых скворцов,Горы Опук,Тюльпаны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1086,"Тюльпаны мыса Опук, Кояшское озеро и Керчь",tyulpany-mysa-opuk-koyashskoe-kerch,1,Amra Turistik,https://amra-turistik.ru/tours/tyulpany-mysa-opuk-koyashskoe-ozero-kerch-22,Тюльпанные поля Опукского заповедника,Розовое Кояшское озеро,Руины Пантикапея,Горы Опук,Гора Митридат,Храм Иоанна,Опукский заповедник — Кояшское озеро,Керчь,Крымский мост,"Тюльпаны мыса Опук, Кояшское озеро",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1087,"Фестиваль тюльпанов в Калмыкии: Страна Бумба, степи и барханы",festival-tyulpanov-kalmykiya-2-dnya,2,Amra Turistik,https://amra-turistik.ru/tours/festival-tyulpanov-v-kalmykii-strana-bumba-stepi-barhany-poyushhie-peski-i-goryashhaya-voda-3,Калмыкия,Фестиваль тюльпанов в Элисте,Золотая обитель Будды,Розовое Меклетинское озеро,Поющие барханы,Катание на верблюдах в Стране Бумба,Сити-Чесс,Село Адык,Элиста,Страна Бумба,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1088,"Фестиваль тюльпанов в Калмыкии: Элиста, хурулы и степные тюльпаны",festival-tyulpanov-kalmykiya-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/festival-tyulpanov-v-kalmykii-12,Калмыкия,Золотая обитель Будды Шакьямуни,Интерактивный музей кочевой культуры,Степные тюльпаны Шренка,Сити-Чесс,Старый Хурул,Новый Хурул,Элиста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1089,Чегем и Язык тролля с красавицей Верхней Балкарией,chegem-yazyk-trollya-verhnyaya-balkariya-2-dnya,2,Amra Turistik,https://amra-turistik.ru/tours/chegem-i-yazyk-trollya-s-krasaviczej-verhnej-balkariej-14,Приэльбрусье,Чегемские водопады,Полёты на параплане над парадромом,Язык тролля с красавицей Верхней Балкарией,Голубое озеро,Черекская теснина,Эль-Тюбю,Абай-Су,Шато-Экрен — Язык тролля,Церик-Кель,Кюннюм-Эль,Замок Шато,Верхняя Балкария,Водопад Абай,Чегемское ущелье,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1090,Чечня и Северная Осетия за 4 дня,chechnya-osetiya-4-dnya,4,Amra Turistik,https://amra-turistik.ru/tours/tri-respubliki-kavkaza-chechnyaingushetiya-i-severnaya-osetiya-13,Горная Чечня,Чечня и Северная Осетия за,2 региона за 1 поездку,Мечеть «Сердце Чечни»,Город мёртвых Даргавс,Грозный-Сити,Чанты-Аргун,Комплекс Пхакоч,Проспект Мира,Аргунское ущелье,Нихалойские водопады,Цейское ущелье,Кармадонское ущелье,Мидаграбинские водопады,Владикавказ,Гордость мусульман,Река Аргун,Мечеть Мухтарова,Крепость Дзивгис,Куртатинское ущелье,Памятник Уастырджи,Источники Бирагзанг,Цейский ледник,,,,,,,,,,,,,,,,,,
да,1091,Шато де Талю — Геленджик — Старый Парк,shato-de-talyu-gelendzhik-staryj-park,1,Amra Turistik,https://amra-turistik.ru/tours/romantichnyj-i-krasivyj-tur-na-poberezhe-zamok-shato-de-talyu-gelendzhik-i-stary-park,Набережная Геленджика,Шато де Талю — Геленджик,Набережная Кабардинки,Старый Парк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1092,Элиста и степи Калмыкии,elista-kalmykiya-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/festival-tyulpanov-v-kalmykii-12,Калмыкия,Крупнейший буддийский храм Европы,Шахматный город,Тюльпановые степи (весна),Сити-Чесс,Элиста,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1093,Эльбрус и Чегемские водопады,elbrus-i-chegem,2,Amra Turistik,https://amra-turistik.ru/tours/puteshestvie-v-prielbruse-ozero-donguz-orun-kyol-terskolskoe-ushhele-i-vodopad-terskol-3,Приэльбрусье,Чегемские водопады,Термальные источники,Баксанское ущелье,Гедуко,Абай-Су,Чегет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1094,"Эстетика и волшебство: Шато-Андре, усадьба Семигорье и Абрау",shato-andre-semigorye-abrau,1,Amra Turistik,https://amra-turistik.ru/tours/estetika-i-volshebstvo-shato-andre-usadba-semigore-i-abrau-4,Краснодарский край,Абрау-Дюрсо,Шато-Андре — Семигорье,Усадьба Семигорье,Дегустации на каждой локации,Эстетика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1095,"Юго-Восточное побережье Крыма: Судак, Новый Свет и Феодосия",yugo-vostochnoe-poberezhe-kryma-sudak-novyj-svet,1,Amra Turistik,https://amra-turistik.ru/tours/yugo-vostochnoe-poberezhe-kryma-sudak-novyj-svet-i-feodosiya-3,Тропа Голицына,Генуэзская крепость XIV века,Крымский мост — Новый Свет,Мыс Капчик,Судак,Новый Свет,Консульский замок,Феодосия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1096,Язык тролля и Красавица Верхняя Балкария,yazyk-trollya-verhnyaya-balkariya-1-den,1,Amra Turistik,https://amra-turistik.ru/tours/yazyk-trollya-i-krasavicza-verhnyaya-balkariya-11,Кабардино-Балкария,Язык тролля,Голубое озеро,Черекская теснина,Замок Шато-Экрен,Церик-Кель,Красавица Верхняя Балкария,Шато-Экрен — Безенги,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1097,Белые ночи Петербурга — 4 дня,peterburg-belye-nochi-4-dnya,4,Большая Страна,https://bolshayastrana.com/sankt-peterburg/belye-nochi-v-severnoj-stolice-362802,Санкт-Петербург,Юсуповский дворец,Янтарная комната в Екатерининском дворце,Эрмитаж,Фонтаны Петергофа,Исаакиевский собор,Самсон,Царское село,Екатерининский дворец,Петропавловская крепость,Невский проспект,Окончание,Финский залив,Магия старинных кварталов,Сенная,Садовая,Площадь Восстания,Белые ночи Петербурга,,,,,,,,,,,,,,,,,,,,,,,
да,1098,Блистательный Петербург — 3 дня,peterburg-blistatelnyj-3-dnya,3,Большая Страна,https://bolshayastrana.com/sankt-peterburg/peterburg-lajt-3-dnya-366293,Санкт-Петербургу,Большой Петергофский дворец изнутри,Фонтаны Нижнего парка,Эрмитаж,Исаакиевский собор,Теплоход по рекам,Невский проспект,Финский залив,Казанский собор,Самсон,Императорский дворец,Большой Императорский,Шедевры,Адмиралтейская,Храм Петербурга,Парадный Петербург,Блистательный Петербург,,,,,,,,,,,,,,,,,,,,,,,,
да,1099,Города Золотой Руси,goroda-zolotoj-rusi-5-dnej,5,Большая Страна,https://bolshayastrana.com/tury-po-zolotomu-kolcu/goroda-zolotoj-rusi-247031,Золотое кольцо,Плёс,Александровская слобода Ивана Грозного,Интерактив «На Сытном дворе»,Все 8 городов Золотого кольца,Полное питание (завтраки + обеды + ужины),Церковь Покрова на Нерли,Троице-Сергиева Лавра — ЮНЕСКО,На Сытном дворе Ивана Грозного,Переславль-Залесский,Космос,Старый Владимир,Храм Северо,Собор Московского,Дмитриевский собор,Успенский собор,Суздальский кремль,Рождественский собор,Покровский монастырь,Слова о полку Игореве,Спасо-Преображенский,Церковь Ильи,Набережная Волги,Преображенский монастырь,Ипатьевский монастырь,Костромской кремль,Иван Васильевич меняет профессию,Малые переходы по стенам кремля,Музей финифти,Ростовский кремль,Преображенский собор,На Печатном дворе,Александровский кремль,Малом кольце,Владимир — Боголюбово,Суздаль — Иваново,Ярославль — Кострома,Ростов Великий — Переславль,,,
да,1100,Золотая Казань,kazan-zolotaya-3-dnya,3,Большая Страна,https://bolshayastrana.com/tatarstan/dobro-pozhalovat-v-kazan-sokrashchennaya-programma-239877,Казань,"Казанский Кремль — ЮНЕСКО, мечеть Кул-Шариф",Башня Сююмбике — «падающая башня» Казани,Музей «Городская панорама»,Сказание о земле Свияжской,Татарская кухня,Туган авылым,Старо-Татарская,Площадь Свободы,Раифский монастырь,Огни Казани,Древний Керман,Один день из жизни Казани,Мечеть Татарстана,Благовещенский собор,Всех Скорбящих Радость,Свияжск XVII века,Кулинарное путешествие,Собор Богоматери,Успенский монастырь,Остров-град Свияжск,,,,,,,,,,,,,,,,,,,,
да,1101,Золотое кольцо за выходные,zolotoe-kolco-weekend-2-dnya,2,Большая Страна,https://bolshayastrana.com/tury-po-zolotomu-kolcu/na-2-dnya,Золотое кольцо,Ростовский кремль,Ярославль — «столица Золотого кольца»,Ипатьевский монастырь,Формат выходного дня,Иван Васильевич меняет профессию,Переславль-Залесский — Ростов Великий,Спасо-Преображенским,Набережная Волги,Преображенский монастырь,Преображенский собор,Слова о полку Игореве,Церковь Ильи,Богоявленский собор,Ярославль — Кострома,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1102,Золотое кольцо: Царство Жар-птицы,zolotoe-kolco-zhar-ptitsa-3-dnya,3,Большая Страна,https://bolshayastrana.com/yaroslavskaya-oblast/zolotoe-kolco-vsyo-luchshee-za-3-dnya-229560,Золотое кольцо,Мастер-класс по палехской росписи,Мыловарение по рецептам Шуи,Суздальский кремль,Музей ивановского ситца,Колокольня 106 м в Шуе,Ипатьевский монастырь в Костроме,Покровский монастырь,Воскресенский собор,Космос,Дом-корабль,Дом-подкова,Рождественский собор,Беседка Островского,Набережная Волги,Богоявленский собор,Суздаль — Иваново,Шуя — Палех,Кострома,,,,,,,,,,,,,,,,,,,,,,
да,1103,Золотой Казан и Красный город,kazan-i-yoshkar-ola-6-dnej,6,Большая Страна,https://bolshayastrana.com/tatarstan/zolotoj-kazan-i-krasnyj-gorod-234546,Возвращение в Казань,"Казанский Кремль — ЮНЕСКО, мечеть Кул-Шариф",Свияжск,Раифский монастырь,Йошкар-Ола,«Огни Казани»,Старо-Татарская,Оболенского-Ноготкова,Набережная Брюгге,Площадь Оболенского,Бульвар Чавайна,Легенды,Туган авылым,Озеро Кабан,Площадь Свободы,Всех Скорбящих Радость,Башня Сююмбике,Крепость Ивана,Благовещенский собор,Успенский монастырь,Йошкар-Олу,Йошкар-Оле,Площадь Республики,Вокруг света,Дом Бая,Золотой Казан,Красный город,,,,,,,,,,,,,,
,1104,Казань день за днём,kazan-den-za-dnyom-5-dnej,5,Большая Страна,https://bolshayastrana.com/tatarstan/v-kazan-den-za-dnem-tur-na-5-dnej-386065,Музей «Городская панорама» — Казань в 360°,Храм всех религий,Раифский монастырь,Обсерватория и Иннополис,Казанский Кремль — ЮНЕСКО,Кул-Шариф,Старо-Татарская,Крепость Свияжск,Обсерватория Казанского,Якын дуслар,Белокаменная крепость,Башня Сююмбике,Благовещенский собор,Легенды,Туган авылым,Гостеприимный дом Бая,Озеро Кабан,Площадь Свободы,Поэма об университете,Остров Свияжск,Казанский университет,,,,,,,,,,,,,,,,,,,,
,1105,Казань на выходные,kazan-na-vyhodnye,2,Большая Страна,https://bolshayastrana.com/kazan/dobro-pozhalovat-v-kazan-na-vyhodnye-347239,Казань,Казанский Кремль — ЮНЕСКО,Мечеть Кул-Шариф,Башня Сююмбике — «падающая башня» Казани,Остров-град Свияжск,Мастер-класс по татарской кухне,Всех Скорбящих Радость,Старо-Татарская,Мечеть Марджани,Озеро Кабан,Площадь Свободы,Улица Баумана,Собор Богоматери,Благовещенский собор,Успенский монастырь,Рождественская площадь,Услонские горы,,,,,,,,,,,,,,,,,,,,,,,,
,1106,Казань — сокровища Татарстана,kazan-sokrovishcha-tatarstana,4,Большая Страна,https://bolshayastrana.com/tatarstan/v-kazan-den-za-dnem-vesenne-letnij4-390728,Казань,Казанский Кремль,Башня Сююмбике — «падающая башня» Казани,"Свияжск, Раифа",Болгар — Белая мечеть,Раифский монастырь на лесном озере,Татарская кухня,Ак мэчет,Памятного знака,Кул-Шариф,Набережная Казанки,Благовещенский собор,Старо-Татарская,Успенский собор,Бахетле,Кремлёвская набережная,Храм всех религий,Древний Болгар,,,,,,,,,,,,,,,,,,,,,,,
,1107,Классический Петербург — 7 дней,peterburg-klassicheskij-7-dnej,7,Большая Страна,https://bolshayastrana.com/sankt-peterburg/klassicheskij-sankt-peterburg-7-dnej-250586,Санкт-Петербург,Русский музей,Петергоф — Большой каскад,Теплоходная прогулка по рекам,Петропавловская крепость,Эрмитаж или Петергоф,Царское Село — Янтарная комната,Музей Фаберже,Бурлаки на Волге,Последний день Помпеи,Самсон,Невский проспект,Екатерининский дворец,Теплоход по каналам,Классический Петербург,,,,,,,,,,,,,,,,,,,,,,,,,,
,1108,Летний Петербург — 6 дней,peterburg-letnij-6-dnej,6,Большая Страна,https://bolshayastrana.com/leningradskaya-oblast/peterburgskaya-kollekciya-tur-na-7-dnej-167025,Санкт-Петербург,Теплоходная прогулка по рекам,"Летний сад, Таврический сад, Михайловский сад",Кунсткамера,Музей Фаберже,Белые ночи,Сад Петербурга,Петропавловская крепость,Самсон,Храм Спаса,Царское село,Сады Петербурга,Петергоф,Теплоход по каналам,Летний Петербург,,,,,,,,,,,,,,,,,,,,,,,,,,
